Kirjauspäivä;Selite;Summa;Viitenumero
10.05.2023;Hoitovastike 100052;175,00;100052
11.12.2023;Hoitovastike 100010;250,00;100010
07.02.2023;Hoitovastike 100036;210,00;100036
02.07.2023;LASSILA & TIKANOJA SIIVOUS OY;-292,17;
03.12.2023;Kone Hissihuolto;-302,90;
05.03.2023;S-Rauta Maalia ja tarvikkeita;-19,51;
22.05.2023;Hoitovastike 100049;150,00;100049
21.11.2023;Pääkirja Taloushallinto;-434,05;
01.04.2023;Hoitovastike 100010;250,00;100010
20.04.2023;Hoitovastike 100023;180,00;100023
15.04.2023;K-Rauta rautakauppa;-66,61;
21.02.2023;FORTUM OYJ SAHKOLASKU;-630,26;
07.08.2023;Hoitovastike 100010;250,00;100010
22.07.2023;Hoitovastike 100023;180,00;100023
11.07.2023;Pankin Palvelumaksu;-12,50;
14.02.2023;Hoitovastike 100052;175,00;100052
20.11.2023;FORTUM OYJ SAHKOLASKU;-185,03;
04.04.2023;Isannointitoimisto Paakirja Oy;-850,00;
22.06.2023;Hoitovastike 100052;175,00;100052
14.08.2023;K-Rauta rautakauppa;-83,55;
30.04.2023;Verohallinto Kiinteistovero;-1835,94;
27.03.2023;LASSILA & TIKANOJA SIIVOUS OY;-212,49;
30.09.2023;Hoitovastike 100036;210,00;100036
29.06.2023;HSY VESI JA VIEMARI;-201,28;
13.05.2023;Pankin Palvelumaksu;-12,50;
02.07.2023;Hoitovastike 100052;175,00;100052
08.02.2023;S-Rauta Maalia ja tarvikkeita;-87,61;
11.06.2023;DNA Oyj Laajakaista;-120,00;
24.12.2023;FORTUM OYJ SAHKOLASKU;-192,80;
12.07.2023;S-Rauta Maalia ja tarvikkeita;-19,88;
25.07.2023;Hoitovastike 100036;210,00;100036
01.10.2023;Pääkirja Taloushallinto;-464,95;
20.02.2023;Hoitovastike 100036;210,00;100036
25.12.2023;Kone Hissihuolto;-260,74;
28.09.2023;Verohallinto Kiinteistovero;-1501,48;
06.03.2023;Hoitovastike 100049;150,00;100049
30.08.2023;Hoitovastike 100010;250,00;100010
01.01.2023;Hoitovastike 100049;150,00;100049
16.04.2023;FORTUM OYJ SAHKOLASKU;-719,92;
24.08.2023;Pankin Palvelumaksu;-12,50;
29.10.2023;Hoitovastike 100049;150,00;100049
01.06.2023;Isannointitoimisto Paakirja Oy;-850,00;
18.04.2023;Helen Oy Sahko;-327,92;
28.06.2023;Hoitovastike 100036;210,00;100036
08.08.2023;Isannointitoimisto Paakirja Oy;-850,00;
03.12.2023;Kone Hissihuolto;-238,41;
05.03.2023;LASSILA & TIKANOJA SIIVOUS OY;-341,58;
28.10.2023;Hoitovastike 100036;210,00;100036
25.08.2023;Hoitovastike 100023;180,00;100023
09.01.2023;Hoitovastike 100049;150,00;100049
07.11.2023;Isannointitoimisto Paakirja Oy;-850,00;
08.10.2023;Hoitovastike 100049;150,00;100049
09.05.2023;Hoitovastike 100010;250,00;100010
10.04.2023;Hoitovastike 100052;175,00;100052
20.11.2023;Hoitovastike 100049;150,00;100049
28.07.2023;HSY VESI JA VIEMARI;-118,02;
27.07.2023;Hoitovastike 100049;150,00;100049
26.05.2023;Hoitovastike 100023;180,00;100023
21.09.2023;Hoitovastike 100052;175,00;100052
28.10.2023;Isannointitoimisto Paakirja Oy;-850,00;
01.12.2023;Pääkirja Taloushallinto;-314,71;
16.06.2023;Hoitovastike 100049;150,00;100049
12.02.2023;Hoitovastike 100036;210,00;100036
29.06.2023;Hoitovastike 100052;175,00;100052
13.02.2023;Hoitovastike 100036;210,00;100036
19.10.2023;Hoitovastike 100052;175,00;100052
30.05.2023;S-Rauta Maalia ja tarvikkeita;-27,82;
13.11.2023;Hoitovastike 100052;175,00;100052
08.12.2023;Hoitovastike 100023;180,00;100023
26.03.2023;Hoitovastike 100052;175,00;100052
11.09.2023;Isannointitoimisto Paakirja Oy;-850,00;
12.10.2023;Isannointitoimisto Paakirja Oy;-850,00;
02.04.2023;DNA Oyj Laajakaista;-120,00;
28.01.2023;Hoitovastike 100036;210,00;100036
14.06.2023;Hoitovastike 100052;175,00;100052
27.03.2023;DNA Oyj Laajakaista;-120,00;
06.03.2023;Hoitovastike 100010;250,00;100010
01.08.2023;Hoitovastike 100010;250,00;100010
03.12.2023;Hoitovastike 100052;175,00;100052
21.05.2023;Pääkirja Taloushallinto;-369,86;
18.08.2023;Hoitovastike 100036;210,00;100036
18.01.2023;Hoitovastike 100049;150,00;100049
22.08.2023;Hoitovastike 100036;210,00;100036
06.02.2023;Hoitovastike 100010;250,00;100010
24.03.2023;K-Rauta rautakauppa;-122,07;
24.10.2023;Isannointitoimisto Paakirja Oy;-850,00;
23.01.2023;Hoitovastike 100049;150,00;100049
14.08.2023;Hoitovastike 100010;250,00;100010
24.10.2023;Hoitovastike 100010;250,00;100010
05.09.2023;DNA Oyj Laajakaista;-120,00;
24.10.2023;Kone Hissihuolto;-349,55;
13.08.2023;Hoitovastike 100036;210,00;100036
11.04.2023;Hoitovastike 100023;180,00;100023
06.06.2023;S-Rauta Maalia ja tarvikkeita;-64,15;
16.05.2023;Pankin Palvelumaksu;-12,50;
08.06.2023;Verohallinto Kiinteistovero;-1546,93;
18.06.2023;Helen Oy Sahko;-210,51;
22.02.2023;Hoitovastike 100023;180,00;100023
27.06.2023;Hoitovastike 100049;150,00;100049
23.09.2023;Hoitovastike 100023;180,00;100023
17.12.2023;Hoitovastike 100010;250,00;100010
02.09.2023;Pääkirja Taloushallinto;-496,01;
27.11.2023;S-Rauta Maalia ja tarvikkeita;-79,84;
03.03.2023;Hoitovastike 100023;180,00;100023
03.09.2023;Hoitovastike 100023;180,00;100023
03.12.2023;Kone Hissihuolto;-389,41;
20.05.2023;Hoitovastike 100049;150,00;100049
17.03.2023;Hoitovastike 100023;180,00;100023
02.02.2023;Hoitovastike 100010;250,00;100010
30.03.2023;DNA Oyj Laajakaista;-120,00;
22.03.2023;Helen Oy Sahko;-397,24;
25.04.2023;Hoitovastike 100052;175,00;100052
18.03.2023;Hoitovastike 100049;150,00;100049
30.05.2023;Hoitovastike 100010;250,00;100010
08.09.2023;K-Rauta rautakauppa;-31,09;
26.08.2023;Hoitovastike 100023;180,00;100023
06.12.2023;Isannointitoimisto Paakirja Oy;-850,00;
12.04.2023;Pääkirja Taloushallinto;-460,06;
18.12.2023;Hoitovastike 100023;180,00;100023
16.05.2023;Verohallinto Kiinteistovero;-2326,36;
03.11.2023;Hoitovastike 100010;250,00;100010
22.06.2023;Hoitovastike 100036;210,00;100036
21.03.2023;Verohallinto Kiinteistovero;-2434,80;
21.08.2023;Hoitovastike 100010;250,00;100010
03.05.2023;Hoitovastike 100036;210,00;100036
23.10.2023;Helen Oy Sahko;-199,08;
01.04.2023;Hoitovastike 100049;150,00;100049
15.07.2023;Helen Oy Sahko;-162,26;
02.05.2023;Hoitovastike 100036;210,00;100036
03.01.2023;Hoitovastike 100010;250,00;100010
04.02.2023;Helen Oy Sahko;-162,11;
13.09.2023;Hoitovastike 100036;210,00;100036
12.08.2023;Hoitovastike 100049;150,00;100049
06.12.2023;FORTUM OYJ SAHKOLASKU;-768,11;
19.08.2023;Hoitovastike 100052;175,00;100052
20.05.2023;DNA Oyj Laajakaista;-120,00;
02.04.2023;Hoitovastike 100023;180,00;100023
22.04.2023;Hoitovastike 100023;180,00;100023
15.06.2023;Pankin Palvelumaksu;-12,50;
06.11.2023;Isannointitoimisto Paakirja Oy;-850,00;
24.02.2023;Hoitovastike 100049;150,00;100049
29.10.2023;Hoitovastike 100010;250,00;100010
28.11.2023;Isannointitoimisto Paakirja Oy;-850,00;
24.03.2023;S-Rauta Maalia ja tarvikkeita;-91,54;
17.01.2023;Isannointitoimisto Paakirja Oy;-850,00;
20.08.2023;Hoitovastike 100049;150,00;100049
17.09.2023;Hoitovastike 100036;210,00;100036
15.09.2023;Kone Hissihuolto;-347,37;
07.02.2023;Hoitovastike 100010;250,00;100010
10.03.2023;Pääkirja Taloushallinto;-435,24;
16.07.2023;Isannointitoimisto Paakirja Oy;-850,00;
31.07.2023;Hoitovastike 100010;250,00;100010
16.10.2023;LASSILA & TIKANOJA SIIVOUS OY;-320,91;
05.09.2023;FORTUM OYJ SAHKOLASKU;-188,11;
21.04.2023;Hoitovastike 100010;250,00;100010
27.09.2023;LASSILA & TIKANOJA SIIVOUS OY;-349,18;
29.11.2023;Isannointitoimisto Paakirja Oy;-850,00;
18.07.2023;HSY VESI JA VIEMARI;-228,07;
18.04.2023;Hoitovastike 100052;175,00;100052
20.05.2023;Helen Oy Sahko;-357,32;
09.01.2023;Hoitovastike 100049;150,00;100049
20.01.2023;Hoitovastike 100023;180,00;100023
24.01.2023;DNA Oyj Laajakaista;-120,00;
04.04.2023;Helen Oy Sahko;-209,42;
16.05.2023;Isannointitoimisto Paakirja Oy;-850,00;
04.02.2023;DNA Oyj Laajakaista;-120,00;
23.04.2023;Hoitovastike 100052;175,00;100052
20.07.2023;DNA Oyj Laajakaista;-120,00;
24.10.2023;Hoitovastike 100052;175,00;100052
17.02.2023;Kone Hissihuolto;-227,52;
04.08.2023;Hoitovastike 100049;150,00;100049
01.08.2023;Hoitovastike 100036;210,00;100036
10.05.2023;Hoitovastike 100023;180,00;100023
24.09.2023;Hoitovastike 100049;150,00;100049
19.07.2023;Hoitovastike 100052;175,00;100052
20.03.2023;Hoitovastike 100036;210,00;100036
27.06.2023;S-Rauta Maalia ja tarvikkeita;-84,96;
23.02.2023;Hoitovastike 100049;150,00;100049
29.01.2023;Hoitovastike 100010;250,00;100010
14.06.2023;Hoitovastike 100010;250,00;100010
15.11.2023;HSY VESI JA VIEMARI;-232,78;
10.05.2023;Hoitovastike 100052;175,00;100052
28.12.2023;S-Rauta Maalia ja tarvikkeita;-21,13;
15.12.2023;Hoitovastike 100049;150,00;100049
30.04.2023;DNA Oyj Laajakaista;-120,00;
25.08.2023;Hoitovastike 100036;210,00;100036
20.01.2023;Pääkirja Taloushallinto;-350,36;
14.01.2023;Hoitovastike 100010;250,00;100010
11.03.2023;Hoitovastike 100036;210,00;100036
05.05.2023;S-Rauta Maalia ja tarvikkeita;-74,38;
20.02.2023;LASSILA & TIKANOJA SIIVOUS OY;-205,22;
24.06.2023;Isannointitoimisto Paakirja Oy;-850,00;
29.01.2023;Hoitovastike 100049;150,00;100049
05.11.2023;Hoitovastike 100049;150,00;100049
02.01.2023;Pankin Palvelumaksu;-12,50;
17.05.2023;S-Rauta Maalia ja tarvikkeita;-58,87;
28.11.2023;Pankin Palvelumaksu;-12,50;
05.10.2023;Helen Oy Sahko;-320,55;
25.09.2023;Hoitovastike 100049;150,00;100049
23.01.2023;Hoitovastike 100023;180,00;100023
19.09.2023;Hoitovastike 100036;210,00;100036
15.05.2023;Hoitovastike 100036;210,00;100036
17.10.2023;Hoitovastike 100010;250,00;100010
04.05.2023;S-Rauta Maalia ja tarvikkeita;-71,07;
05.04.2023;Hoitovastike 100049;150,00;100049
17.05.2023;Hoitovastike 100010;250,00;100010
18.11.2023;Pankin Palvelumaksu;-12,50;
01.01.2024;Hoitovastike 100010;250,00;100010
17.09.2023;Hoitovastike 100010;250,00;100010
03.03.2023;Pankin Palvelumaksu;-12,50;
03.03.2023;Hoitovastike 100049;150,00;100049
20.06.2023;Hoitovastike 100049;150,00;100049
07.01.2023;Hoitovastike 100036;210,00;100036
08.12.2023;Hoitovastike 100049;150,00;100049
21.02.2023;Pääkirja Taloushallinto;-391,14;
07.12.2023;Isannointitoimisto Paakirja Oy;-850,00;
15.06.2023;Hoitovastike 100023;180,00;100023
06.04.2023;DNA Oyj Laajakaista;-120,00;
08.09.2023;Hoitovastike 100049;150,00;100049
07.04.2023;Hoitovastike 100023;180,00;100023
20.06.2023;Hoitovastike 100010;250,00;100010
04.03.2023;K-Rauta rautakauppa;-42,84;
06.02.2023;K-Rauta rautakauppa;-147,66;
11.11.2023;Hoitovastike 100010;250,00;100010
24.09.2023;FORTUM OYJ SAHKOLASKU;-304,51;
08.10.2023;Pankin Palvelumaksu;-12,50;
09.03.2023;Hoitovastike 100049;150,00;100049
27.11.2023;Kone Hissihuolto;-318,96;
19.02.2023;Hoitovastike 100049;150,00;100049
09.08.2023;FORTUM OYJ SAHKOLASKU;-358,37;
25.11.2023;Hoitovastike 100036;210,00;100036
11.02.2023;Hoitovastike 100049;150,00;100049
20.06.2023;Hoitovastike 100052;175,00;100052
11.05.2023;S-Rauta Maalia ja tarvikkeita;-77,97;
17.05.2023;Hoitovastike 100052;175,00;100052
01.05.2023;Hoitovastike 100023;180,00;100023
06.09.2023;K-Rauta rautakauppa;-121,14;
19.10.2023;LASSILA & TIKANOJA SIIVOUS OY;-362,28;
19.03.2023;Kone Hissihuolto;-166,63;
02.10.2023;DNA Oyj Laajakaista;-120,00;
30.05.2023;Hoitovastike 100052;175,00;100052
01.05.2023;Hoitovastike 100036;210,00;100036
27.12.2023;Hoitovastike 100036;210,00;100036
25.01.2023;Hoitovastike 100036;210,00;100036
07.05.2023;S-Rauta Maalia ja tarvikkeita;-29,40;
09.05.2023;Hoitovastike 100052;175,00;100052
21.10.2023;K-Rauta rautakauppa;-49,23;
15.11.2023;Hoitovastike 100052;175,00;100052
13.03.2023;Hoitovastike 100023;180,00;100023
20.01.2023;Hoitovastike 100036;210,00;100036
07.11.2023;Hoitovastike 100036;210,00;100036
07.07.2023;LASSILA & TIKANOJA SIIVOUS OY;-367,75;
27.09.2023;Hoitovastike 100049;150,00;100049
19.11.2023;DNA Oyj Laajakaista;-120,00;
31.08.2023;Hoitovastike 100052;175,00;100052
26.11.2023;Hoitovastike 100023;180,00;100023
23.06.2023;FORTUM OYJ SAHKOLASKU;-546,81;
29.12.2023;Isannointitoimisto Paakirja Oy;-850,00;
05.03.2023;Hoitovastike 100036;210,00;100036
16.07.2023;Kone Hissihuolto;-179,78;
14.04.2023;Hoitovastike 100023;180,00;100023
13.05.2023;Hoitovastike 100052;175,00;100052
24.05.2023;LASSILA & TIKANOJA SIIVOUS OY;-383,37;
17.07.2023;Hoitovastike 100036;210,00;100036
06.05.2023;Hoitovastike 100036;210,00;100036
14.03.2023;Hoitovastike 100036;210,00;100036
11.03.2023;LASSILA & TIKANOJA SIIVOUS OY;-300,00;
17.01.2023;Hoitovastike 100036;210,00;100036
27.10.2023;FORTUM OYJ SAHKOLASKU;-392,77;
08.10.2023;Hoitovastike 100036;210,00;100036
17.06.2023;Pääkirja Taloushallinto;-370,95;
17.07.2023;Helen Oy Sahko;-180,41;
06.01.2023;Kone Hissihuolto;-306,24;
12.02.2023;Hoitovastike 100052;175,00;100052
18.09.2023;Hoitovastike 100036;210,00;100036
06.05.2023;Pääkirja Taloushallinto;-380,38;
26.08.2023;Hoitovastike 100036;210,00;100036
02.09.2023;Pankin Palvelumaksu;-12,50;
04.07.2023;Hoitovastike 100036;210,00;100036
22.03.2023;Helen Oy Sahko;-329,54;
27.06.2023;Helen Oy Sahko;-350,71;
20.05.2023;FORTUM OYJ SAHKOLASKU;-530,46;
13.08.2023;Hoitovastike 100010;250,00;100010
18.09.2023;Pääkirja Taloushallinto;-342,97;
21.08.2023;Hoitovastike 100049;150,00;100049
16.06.2023;Pääkirja Taloushallinto;-475,06;
26.08.2023;Hoitovastike 100023;180,00;100023
09.06.2023;K-Rauta rautakauppa;-61,26;
27.12.2023;Hoitovastike 100052;175,00;100052
17.03.2023;Hoitovastike 100049;150,00;100049
13.06.2023;Hoitovastike 100010;250,00;100010
06.02.2023;Pankin Palvelumaksu;-12,50;
11.12.2023;Hoitovastike 100049;150,00;100049
03.09.2023;Hoitovastike 100023;180,00;100023
26.07.2023;Hoitovastike 100010;250,00;100010
03.04.2023;Isannointitoimisto Paakirja Oy;-850,00;
26.02.2023;Helen Oy Sahko;-165,98;
15.01.2023;S-Rauta Maalia ja tarvikkeita;-16,02;
19.12.2023;Helen Oy Sahko;-117,89;
05.08.2023;Hoitovastike 100023;180,00;100023
26.03.2023;HSY VESI JA VIEMARI;-146,55;
18.05.2023;Pankin Palvelumaksu;-12,50;
19.02.2023;Kone Hissihuolto;-237,11;
14.09.2023;Hoitovastike 100036;210,00;100036
12.06.2023;Hoitovastike 100052;175,00;100052
15.09.2023;Hoitovastike 100052;175,00;100052
31.01.2023;Kone Hissihuolto;-153,01;
29.08.2023;K-Rauta rautakauppa;-194,62;
24.04.2023;K-Rauta rautakauppa;-174,05;
23.03.2023;Hoitovastike 100052;175,00;100052
25.09.2023;Verohallinto Kiinteistovero;-1149,14;
23.09.2023;Hoitovastike 100036;210,00;100036
28.07.2023;Hoitovastike 100010;250,00;100010
16.07.2023;Hoitovastike 100052;175,00;100052
20.04.2023;Verohallinto Kiinteistovero;-2308,06;
26.08.2023;Hoitovastike 100010;250,00;100010
10.11.2023;Hoitovastike 100052;175,00;100052
28.04.2023;Hoitovastike 100036;210,00;100036
18.02.2023;K-Rauta rautakauppa;-31,98;
01.02.2023;Hoitovastike 100036;210,00;100036
12.11.2023;Pääkirja Taloushallinto;-357,41;
08.08.2023;Hoitovastike 100023;180,00;100023
27.01.2023;S-Rauta Maalia ja tarvikkeita;-57,40;
03.09.2023;Hoitovastike 100052;175,00;100052
30.05.2023;Hoitovastike 100023;180,00;100023
03.02.2023;Verohallinto Kiinteistovero;-1881,54;
07.07.2023;Pääkirja Taloushallinto;-448,40;
03.06.2023;Hoitovastike 100052;175,00;100052
06.05.2023;Pääkirja Taloushallinto;-476,46;
03.08.2023;Hoitovastike 100036;210,00;100036
05.02.2023;DNA Oyj Laajakaista;-120,00;
01.12.2023;Hoitovastike 100049;150,00;100049
12.08.2023;Hoitovastike 100010;250,00;100010
18.11.2023;Hoitovastike 100052;175,00;100052
21.10.2023;LASSILA & TIKANOJA SIIVOUS OY;-259,82;
30.08.2023;LASSILA & TIKANOJA SIIVOUS OY;-334,89;
20.07.2023;Hoitovastike 100049;150,00;100049
11.01.2023;FORTUM OYJ SAHKOLASKU;-262,16;
25.02.2023;Pankin Palvelumaksu;-12,50;
20.12.2023;DNA Oyj Laajakaista;-120,00;
30.01.2023;Hoitovastike 100010;250,00;100010
15.12.2023;Hoitovastike 100052;175,00;100052
25.07.2023;Hoitovastike 100023;180,00;100023
31.01.2023;Hoitovastike 100049;150,00;100049
05.02.2023;S-Rauta Maalia ja tarvikkeita;-28,07;
26.04.2023;Hoitovastike 100049;150,00;100049
23.01.2023;Hoitovastike 100023;180,00;100023
29.05.2023;Kone Hissihuolto;-254,05;
02.04.2023;Hoitovastike 100049;150,00;100049
13.07.2023;Hoitovastike 100023;180,00;100023
21.09.2023;HSY VESI JA VIEMARI;-273,36;
22.03.2023;Hoitovastike 100036;210,00;100036
27.09.2023;Hoitovastike 100049;150,00;100049
09.06.2023;Hoitovastike 100049;150,00;100049
10.07.2023;Hoitovastike 100036;210,00;100036
13.08.2023;Hoitovastike 100010;250,00;100010
21.03.2023;DNA Oyj Laajakaista;-120,00;
26.07.2023;Hoitovastike 100010;250,00;100010
25.05.2023;Pankin Palvelumaksu;-12,50;
28.08.2023;DNA Oyj Laajakaista;-120,00;
01.01.2024;Hoitovastike 100010;250,00;100010
10.05.2023;Hoitovastike 100049;150,00;100049
16.07.2023;Kone Hissihuolto;-153,41;
11.07.2023;Hoitovastike 100052;175,00;100052
18.04.2023;LASSILA & TIKANOJA SIIVOUS OY;-292,01;
15.01.2023;Hoitovastike 100023;180,00;100023
26.03.2023;Hoitovastike 100010;250,00;100010
30.12.2023;LASSILA & TIKANOJA SIIVOUS OY;-386,47;
01.06.2023;Hoitovastike 100049;150,00;100049
09.01.2023;HSY VESI JA VIEMARI;-105,50;
07.10.2023;Hoitovastike 100036;210,00;100036
27.08.2023;Hoitovastike 100049;150,00;100049
11.10.2023;Pääkirja Taloushallinto;-385,15;
30.09.2023;Hoitovastike 100023;180,00;100023
10.02.2023;Hoitovastike 100010;250,00;100010
12.12.2023;Hoitovastike 100023;180,00;100023
23.12.2023;Helen Oy Sahko;-432,13;
29.05.2023;LASSILA & TIKANOJA SIIVOUS OY;-262,77;
19.02.2023;Verohallinto Kiinteistovero;-2338,82;
07.08.2023;Hoitovastike 100049;150,00;100049
01.03.2023;Hoitovastike 100010;250,00;100010
01.05.2023;S-Rauta Maalia ja tarvikkeita;-63,88;
29.05.2023;HSY VESI JA VIEMARI;-180,26;
05.03.2023;Hoitovastike 100036;210,00;100036
28.09.2023;Hoitovastike 100023;180,00;100023
28.06.2023;Verohallinto Kiinteistovero;-2353,59;
10.02.2023;FORTUM OYJ SAHKOLASKU;-312,60;
17.03.2023;Hoitovastike 100010;250,00;100010
27.09.2023;Hoitovastike 100023;180,00;100023
22.12.2023;Hoitovastike 100036;210,00;100036
24.06.2023;FORTUM OYJ SAHKOLASKU;-352,08;
05.12.2023;Pääkirja Taloushallinto;-380,28;
16.12.2023;Hoitovastike 100010;250,00;100010
07.12.2023;Verohallinto Kiinteistovero;-1525,59;
23.05.2023;Pääkirja Taloushallinto;-366,57;
14.01.2023;DNA Oyj Laajakaista;-120,00;
15.09.2023;Hoitovastike 100052;175,00;100052
16.10.2023;Pääkirja Taloushallinto;-407,02;
02.06.2023;Isannointitoimisto Paakirja Oy;-850,00;
14.04.2023;DNA Oyj Laajakaista;-120,00;
15.04.2023;Hoitovastike 100010;250,00;100010
27.02.2023;Kone Hissihuolto;-387,62;
22.12.2023;Pankin Palvelumaksu;-12,50;
02.05.2023;Hoitovastike 100036;210,00;100036
15.02.2023;Verohallinto Kiinteistovero;-1789,23;
23.11.2023;Hoitovastike 100036;210,00;100036
16.06.2023;Hoitovastike 100049;150,00;100049
20.07.2023;FORTUM OYJ SAHKOLASKU;-740,17;
10.08.2023;Hoitovastike 100010;250,00;100010
10.05.2023;Verohallinto Kiinteistovero;-2082,27;
13.08.2023;Pääkirja Taloushallinto;-378,49;
14.11.2023;Hoitovastike 100036;210,00;100036
22.02.2023;Hoitovastike 100036;210,00;100036
31.08.2023;Hoitovastike 100010;250,00;100010
06.01.2023;LASSILA & TIKANOJA SIIVOUS OY;-302,38;
01.06.2023;Pääkirja Taloushallinto;-409,31;
10.03.2023;Hoitovastike 100049;150,00;100049
17.03.2023;Hoitovastike 100023;180,00;100023
20.02.2023;Kone Hissihuolto;-194,51;
13.07.2023;Hoitovastike 100010;250,00;100010
23.01.2023;Pankin Palvelumaksu;-12,50;
01.03.2023;S-Rauta Maalia ja tarvikkeita;-54,09;
07.09.2023;HSY VESI JA VIEMARI;-164,32;
04.08.2023;Hoitovastike 100023;180,00;100023
19.01.2023;Isannointitoimisto Paakirja Oy;-850,00;
25.05.2023;S-Rauta Maalia ja tarvikkeita;-66,13;
30.06.2023;Hoitovastike 100036;210,00;100036
13.12.2023;Pankin Palvelumaksu;-12,50;
27.05.2023;Pääkirja Taloushallinto;-471,79;
24.12.2023;Hoitovastike 100023;180,00;100023
13.12.2023;HSY VESI JA VIEMARI;-287,34;
09.08.2023;Pankin Palvelumaksu;-12,50;
13.12.2023;LASSILA & TIKANOJA SIIVOUS OY;-247,26;
09.04.2023;K-Rauta rautakauppa;-122,90;
19.04.2023;LASSILA & TIKANOJA SIIVOUS OY;-397,37;
17.03.2023;Kone Hissihuolto;-218,84;
24.04.2023;Hoitovastike 100049;150,00;100049
19.02.2023;Hoitovastike 100023;180,00;100023
31.03.2023;Pankin Palvelumaksu;-12,50;
06.01.2023;Helen Oy Sahko;-455,46;
31.08.2023;FORTUM OYJ SAHKOLASKU;-552,64;
24.12.2023;Hoitovastike 100049;150,00;100049
18.01.2023;HSY VESI JA VIEMARI;-263,64;
24.01.2023;Hoitovastike 100023;180,00;100023
13.12.2023;K-Rauta rautakauppa;-104,81;
11.05.2023;Kone Hissihuolto;-338,84;
13.09.2023;Hoitovastike 100036;210,00;100036
08.08.2023;Hoitovastike 100010;250,00;100010
26.04.2023;Hoitovastike 100052;175,00;100052
12.11.2023;Hoitovastike 100023;180,00;100023
05.12.2023;Hoitovastike 100010;250,00;100010
25.12.2023;Hoitovastike 100052;175,00;100052
17.04.2023;HSY VESI JA VIEMARI;-103,39;
27.06.2023;Hoitovastike 100010;250,00;100010
18.01.2023;S-Rauta Maalia ja tarvikkeita;-49,31;
05.03.2023;Pääkirja Taloushallinto;-477,45;
20.04.2023;Hoitovastike 100052;175,00;100052
15.05.2023;Hoitovastike 100052;175,00;100052
24.05.2023;DNA Oyj Laajakaista;-120,00;
30.10.2023;Hoitovastike 100010;250,00;100010
17.12.2023;Pääkirja Taloushallinto;-364,45;
20.11.2023;K-Rauta rautakauppa;-52,79;
27.01.2023;Hoitovastike 100052;175,00;100052
28.08.2023;Hoitovastike 100052;175,00;100052
15.01.2023;LASSILA & TIKANOJA SIIVOUS OY;-391,60;
09.05.2023;Hoitovastike 100023;180,00;100023
15.02.2023;K-Rauta rautakauppa;-59,43;
15.06.2023;Hoitovastike 100036;210,00;100036
06.12.2023;Hoitovastike 100052;175,00;100052
18.02.2023;Hoitovastike 100036;210,00;100036
04.10.2023;Hoitovastike 100052;175,00;100052
25.09.2023;Hoitovastike 100049;150,00;100049
16.05.2023;Hoitovastike 100023;180,00;100023
18.08.2023;Hoitovastike 100052;175,00;100052
18.11.2023;Hoitovastike 100052;175,00;100052
06.12.2023;Hoitovastike 100049;150,00;100049
08.04.2023;K-Rauta rautakauppa;-95,01;
31.01.2023;Hoitovastike 100036;210,00;100036
02.10.2023;DNA Oyj Laajakaista;-120,00;
28.10.2023;Hoitovastike 100052;175,00;100052
25.05.2023;Hoitovastike 100010;250,00;100010
21.12.2023;Kone Hissihuolto;-189,89;
02.04.2023;Hoitovastike 100023;180,00;100023
27.12.2023;Pankin Palvelumaksu;-12,50;
07.06.2023;Hoitovastike 100023;180,00;100023
02.01.2023;Hoitovastike 100049;150,00;100049
27.05.2023;Hoitovastike 100036;210,00;100036
